2022-12-04 00:50:00.135636,person,0.59
2022-12-04 00:50:01.184363,person,0.52
2022-12-04 00:50:01.202412,person,0.43
2022-12-04 00:50:01.234666,person,0.35
2022-12-04 00:50:01.267006,person,0.9
2022-12-04 00:50:01.283258,person,0.89
2022-12-04 00:50:01.300127,person,0.91
2022-12-04 00:50:01.332929,person,0.91
2022-12-04 00:50:01.370807,person,0.91
2022-12-04 00:50:01.398574,person,0.91
2022-12-04 00:50:01.432845,person,0.91
2022-12-04 00:50:01.469885,person,0.91
2022-12-04 00:50:01.501599,person,0.91
2022-12-04 00:50:01.532703,person,0.9
2022-12-04 00:50:01.570125,person,0.91
2022-12-04 00:50:01.600030,person,0.91
2022-12-04 00:50:01.630744,person,0.92
2022-12-04 00:50:01.663401,person,0.91
2022-12-04 00:50:01.697872,person,0.91
2022-12-04 00:50:01.736273,person,0.91
2022-12-04 00:50:01.767999,person,0.92
2022-12-04 00:50:01.799697,person,0.91
2022-12-04 00:50:01.831085,person,0.91
2022-12-04 00:50:01.869409,person,0.89
2022-12-04 00:50:01.900958,person,0.91
2022-12-04 00:50:01.932392,person,0.87
2022-12-04 00:50:01.964787,person,0.9
2022-12-04 00:50:02.000997,person,0.89
2022-12-04 00:50:02.032901,person,0.87
2022-12-04 00:50:02.066739,person,0.83
2022-12-04 00:50:02.101194,person,0.85
2022-12-04 00:50:02.131383,person,0.87
2022-12-04 00:50:02.165716,person,0.87
2022-12-04 00:50:02.199735,person,0.87
2022-12-04 00:50:02.230595,person,0.87
2022-12-04 00:50:02.264898,person,0.88
2022-12-04 00:50:02.299148,person,0.88
2022-12-04 00:50:02.331007,person,0.9
2022-12-04 00:50:02.367948,person,0.88
2022-12-04 00:50:02.399653,person,0.87
2022-12-04 00:50:02.435774,person,0.86
2022-12-04 00:50:02.467973,person,0.89
2022-12-04 00:50:02.499934,person,0.88
2022-12-04 00:50:02.529961,person,0.9
2022-12-04 00:50:02.562726,person,0.88
2022-12-04 00:50:02.599890,person,0.87
2022-12-04 00:50:02.632260,person,0.87
2022-12-04 00:50:02.667667,person,0.88
2022-12-04 00:50:02.701598,person,0.88
2022-12-04 00:50:02.732288,person,0.88
2022-12-04 00:50:02.769285,person,0.88
2022-12-04 00:50:02.801248,person,0.85
2022-12-04 00:50:02.831398,person,0.88
2022-12-04 00:50:02.863454,person,0.89
2022-12-04 00:50:02.897915,person,0.89
2022-12-04 00:50:02.937462,person,0.9
2022-12-04 00:50:02.966384,person,0.89
2022-12-04 00:50:02.999350,person,0.9
2022-12-04 00:50:03.030951,person,0.91
2022-12-04 00:50:03.067390,person,0.91
2022-12-04 00:50:03.099502,person,0.9
2022-12-04 00:50:03.130091,person,0.91
2022-12-04 00:50:03.163927,person,0.9
2022-12-04 00:50:03.199352,person,0.9
2022-12-04 00:50:03.230301,person,0.91
2022-12-04 00:50:03.267466,person,0.9
2022-12-04 00:50:03.299611,person,0.91
2022-12-04 00:50:03.331860,person,0.89
2022-12-04 00:50:03.367473,person,0.91
2022-12-04 00:50:03.399972,person,0.91
2022-12-04 00:50:03.435725,person,0.91
2022-12-04 00:50:03.467202,person,0.9
2022-12-04 00:50:03.499619,person,0.89
2022-12-04 00:50:03.530230,person,0.9
2022-12-04 00:50:03.563093,person,0.9
2022-12-04 00:50:03.599297,person,0.89
2022-12-04 00:50:03.629466,person,0.9
2022-12-04 00:50:03.663332,person,0.91
2022-12-04 00:50:03.699773,person,0.89
2022-12-04 00:50:03.730942,person,0.9
2022-12-04 00:50:03.768432,person,0.89
2022-12-04 00:50:03.799647,person,0.9
2022-12-04 00:50:03.837062,person,0.9
2022-12-04 00:50:03.864664,person,0.88
2022-12-04 00:50:03.899030,person,0.88
2022-12-04 00:50:03.929775,person,0.89
2022-12-04 00:50:03.963281,person,0.88
2022-12-04 00:50:03.996779,person,0.88
2022-12-04 00:50:04.035304,person,0.89
2022-12-04 00:50:04.067442,person,0.88
2022-12-04 00:50:04.100900,person,0.89
2022-12-04 00:50:04.137299,person,0.88
2022-12-04 00:50:04.166268,person,0.88
2022-12-04 00:50:04.198899,person,0.88
2022-12-04 00:50:04.229748,person,0.89
2022-12-04 00:50:04.268359,person,0.88
2022-12-04 00:50:04.297054,person,0.89
2022-12-04 00:50:04.333336,person,0.89
2022-12-04 00:50:04.368741,person,0.89
2022-12-04 00:50:04.399683,person,0.9
2022-12-04 00:50:04.433189,person,0.89
2022-12-04 00:50:04.463248,person,0.9
2022-12-04 00:50:04.499258,person,0.89
2022-12-04 00:50:04.529784,person,0.89
2022-12-04 00:50:04.567800,person,0.9
2022-12-04 00:50:04.599510,person,0.9
2022-12-04 00:50:04.630531,person,0.9
2022-12-04 00:50:04.665533,person,0.9
2022-12-04 00:50:04.699396,person,0.9
2022-12-04 00:50:04.735755,person,0.91
2022-12-04 00:50:04.765056,person,0.9
2022-12-04 00:50:04.797253,person,0.91
2022-12-04 00:50:04.835426,person,0.91
2022-12-04 00:50:04.866752,person,0.89
2022-12-04 00:50:04.896493,person,0.91
2022-12-04 00:50:04.932537,person,0.92
2022-12-04 00:50:04.961725,person,0.91
2022-12-04 00:50:04.998130,person,0.91
2022-12-04 00:50:05.036506,person,0.91
2022-12-04 00:50:05.064349,person,0.91
2022-12-04 00:50:05.098726,person,0.91
2022-12-04 00:50:05.130234,person,0.91
2022-12-04 00:50:05.166690,person,0.91
2022-12-04 00:50:05.195087,person,0.91
2022-12-04 00:50:05.232476,person,0.91
2022-12-04 00:50:05.267241,person,0.91
2022-12-04 00:50:05.296789,person,0.91
2022-12-04 00:50:05.332956,person,0.9
2022-12-04 00:50:05.366980,person,0.91
2022-12-04 00:50:05.398815,person,0.9
2022-12-04 00:50:05.433832,person,0.91
2022-12-04 00:50:05.464648,person,0.92
2022-12-04 00:50:05.499149,person,0.92
2022-12-04 00:50:05.534873,person,0.91
2022-12-04 00:50:05.566900,person,0.91
2022-12-04 00:50:05.596545,person,0.92
2022-12-04 00:50:05.632860,person,0.91
2022-12-04 00:50:05.663521,person,0.91
2022-12-04 00:50:05.699139,person,0.91
2022-12-04 00:50:05.735266,person,0.91
2022-12-04 00:50:05.764693,person,0.91
2022-12-04 00:50:05.793074,person,0.9
2022-12-04 00:50:05.824250,person,0.9
2022-12-04 00:50:05.862104,person,0.91
2022-12-04 00:50:05.895778,person,0.9
2022-12-04 00:50:05.924755,person,0.76
2022-12-04 00:50:05.964150,person,0.76
2022-12-04 00:50:05.993316,person,0.48
2022-12-04 00:50:06.030367,person,0.35
2022-12-04 00:50:08.357745,person,0.39
2022-12-04 00:50:08.357835,person,0.31
2022-12-04 00:50:08.392083,person,0.61
2022-12-04 00:50:08.392152,person,0.39
2022-12-04 00:50:08.427862,person,0.61
2022-12-04 00:50:08.427931,person,0.48
2022-12-04 00:50:08.464036,person,0.67
2022-12-04 00:50:08.464122,person,0.35
2022-12-04 00:50:08.495889,person,0.76
2022-12-04 00:50:08.495970,person,0.35
2022-12-04 00:50:08.527210,person,0.77
2022-12-04 00:50:08.558817,person,0.74
2022-12-04 00:50:08.595163,person,0.82
2022-12-04 00:50:08.627303,person,0.79
2022-12-04 00:50:08.660131,person,0.8
2022-12-04 00:50:08.697066,person,0.8
2022-12-04 00:50:08.728403,person,0.79
2022-12-04 00:50:08.759614,person,0.79
2022-12-04 00:50:08.797255,person,0.83
2022-12-04 00:50:08.828833,person,0.84
2022-12-04 00:50:08.828915,person,0.35
2022-12-04 00:50:08.860215,person,0.83
2022-12-04 00:50:08.897425,person,0.87
2022-12-04 00:50:08.897495,person,0.37
2022-12-04 00:50:08.928855,person,0.86
2022-12-04 00:50:08.965281,person,0.88
2022-12-04 00:50:08.997153,person,0.9
2022-12-04 00:50:09.029005,person,0.89
2022-12-04 00:50:09.062842,person,0.89
2022-12-04 00:50:09.097507,person,0.88
2022-12-04 00:50:09.129294,person,0.89
2022-12-04 00:50:09.160376,person,0.89
2022-12-04 00:50:09.197164,person,0.89
2022-12-04 00:50:09.228088,person,0.87
2022-12-04 00:50:09.265541,person,0.9
2022-12-04 00:50:09.297165,person,0.91
2022-12-04 00:50:09.326487,person,0.91
2022-12-04 00:50:09.365259,person,0.9
2022-12-04 00:50:09.396544,person,0.9
2022-12-04 00:50:09.426401,person,0.9
2022-12-04 00:50:09.460826,person,0.91
2022-12-04 00:50:09.491989,person,0.91
2022-12-04 00:50:09.528722,person,0.89
2022-12-04 00:50:09.560571,person,0.9
2022-12-04 00:50:09.593291,person,0.9
2022-12-04 00:50:09.628950,person,0.9
2022-12-04 00:50:09.660687,person,0.9
2022-12-04 00:50:09.692183,person,0.91
2022-12-04 00:50:09.728989,person,0.9
2022-12-04 00:50:09.760562,person,0.9
2022-12-04 00:50:09.791813,person,0.91
2022-12-04 00:50:09.829204,person,0.9
2022-12-04 00:50:09.861017,person,0.9
2022-12-04 00:50:09.894782,person,0.91
2022-12-04 00:50:09.929236,person,0.9
2022-12-04 00:50:09.960819,person,0.91
2022-12-04 00:50:09.991447,person,0.91
2022-12-04 00:50:10.026795,person,0.9
2022-12-04 00:50:10.055875,person,0.91
2022-12-04 00:50:10.096938,person,0.91
2022-12-04 00:50:10.128888,person,0.9
2022-12-04 00:50:10.160820,person,0.91
2022-12-04 00:50:10.191133,person,0.9
2022-12-04 00:50:10.228495,person,0.91
2022-12-04 00:50:10.260439,person,0.91
2022-12-04 00:50:10.292507,person,0.91
2022-12-04 00:50:10.328722,person,0.91
2022-12-04 00:50:10.360379,person,0.91
2022-12-04 00:50:10.391233,person,0.91
2022-12-04 00:50:10.428841,person,0.91
2022-12-04 00:50:10.460353,person,0.9
2022-12-04 00:50:10.491208,person,0.91
2022-12-04 00:50:10.529269,person,0.91
2022-12-04 00:50:10.560591,person,0.91
2022-12-04 00:50:10.591659,person,0.92
2022-12-04 00:50:10.623780,person,0.91
2022-12-04 00:50:10.659823,person,0.91
2022-12-04 00:50:10.696843,person,0.92
2022-12-04 00:50:10.726388,person,0.91
2022-12-04 00:50:10.760811,person,0.92
2022-12-04 00:50:10.797033,person,0.93
2022-12-04 00:50:10.828585,person,0.93
2022-12-04 00:50:10.860602,person,0.92
2022-12-04 00:50:10.890000,person,0.92
2022-12-04 00:50:10.928847,person,0.91
2022-12-04 00:50:10.958526,person,0.92
2022-12-04 00:50:10.991953,person,0.92
2022-12-04 00:50:11.028387,person,0.92
2022-12-04 00:50:11.057718,person,0.93
2022-12-04 00:50:11.091406,person,0.93
2022-12-04 00:50:11.126358,person,0.93
2022-12-04 00:50:11.160745,person,0.94
2022-12-04 00:50:11.189801,person,0.94
2022-12-04 00:50:11.226120,person,0.95
2022-12-04 00:50:11.260580,person,0.95
2022-12-04 00:50:11.291504,person,0.95
2022-12-04 17:10:32.984779,person,0.72
2022-12-04 17:10:34.071696,person,0.71
2022-12-04 17:10:34.091406,person,0.71
2022-12-04 17:10:34.124180,person,0.69
2022-12-04 17:10:34.148344,person,0.69
2022-12-04 17:10:34.172634,person,0.61
2022-12-04 17:10:34.190302,person,0.63
2022-12-04 17:10:34.254839,person,0.61
2022-12-04 17:10:34.310016,person,0.63
2022-12-04 17:10:34.373252,person,0.57
2022-12-04 17:10:34.430074,person,0.57
2022-12-04 17:10:34.488301,person,0.61
2022-12-04 17:10:34.548396,person,0.61
2022-12-04 17:10:34.608074,person,0.54
2022-12-04 17:10:34.666293,person,0.52
2022-12-04 17:10:34.724162,person,0.59
2022-12-04 17:10:34.784284,person,0.59
2022-12-04 17:10:34.844892,person,0.52
2022-12-04 17:10:34.902398,person,0.52
2022-12-04 17:10:34.959967,person,0.59
2022-12-04 17:10:35.019762,person,0.57
2022-12-04 18:17:57.750156,person,0.61
2022-12-04 18:17:58.805497,person,0.63
2022-12-04 18:17:58.830913,person,0.69
2022-12-04 18:17:58.858006,person,0.71
2022-12-04 18:17:58.873907,person,0.71
2022-12-04 18:17:58.890323,person,0.93
2022-12-04 18:17:58.907386,person,0.93
2022-12-04 18:17:58.930951,person,0.93
2022-12-04 18:17:58.947320,person,0.92
2022-12-04 18:17:58.975411,person,0.92
2022-12-04 18:17:59.013476,person,0.92
2022-12-04 18:17:59.045918,person,0.92
2022-12-04 18:17:59.075158,person,0.93
2022-12-04 18:17:59.107389,person,0.92
2022-12-04 18:17:59.144188,person,0.93
2022-12-04 18:17:59.179691,person,0.93
2022-12-04 18:17:59.214130,person,0.93
2022-12-04 18:17:59.242899,person,0.93
2022-12-04 18:17:59.276102,person,0.93
2022-12-04 18:17:59.312344,person,0.93
2022-12-04 18:17:59.349675,person,0.93
2022-12-04 18:17:59.381281,person,0.91
2022-12-04 18:17:59.413701,person,0.91
2022-12-04 18:17:59.445663,person,0.91
2022-12-04 18:17:59.477962,person,0.92
2022-12-04 18:17:59.513256,person,0.91
2022-12-04 18:17:59.545911,person,0.91
2022-12-04 18:17:59.582225,person,0.91
2022-12-04 18:17:59.614125,person,0.92
2022-12-04 18:17:59.649807,person,0.93
2022-12-04 18:17:59.681442,person,0.92
2022-12-04 18:17:59.713577,person,0.92
2022-12-04 18:17:59.745934,person,0.92
2022-12-04 18:17:59.782844,person,0.91
2022-12-04 18:17:59.812830,person,0.93
2022-12-04 18:17:59.845838,person,0.93
2022-12-04 18:17:59.882276,person,0.92
2022-12-04 18:17:59.913176,person,0.92
2022-12-04 18:17:59.946342,person,0.92
2022-12-04 18:17:59.981366,person,0.91
2022-12-04 18:18:00.013401,person,0.91
2022-12-04 18:18:00.046101,person,0.91
2022-12-04 18:18:00.082835,person,0.91
2022-12-04 18:18:00.114759,person,0.83
2022-12-04 18:18:00.144297,person,0.82
2022-12-04 18:18:00.181987,person,0.8
2022-12-04 18:18:00.213001,person,0.8
2022-12-04 18:18:00.250159,person,0.83
2022-12-04 18:18:00.282466,person,0.77
2022-12-04 18:18:00.314491,person,0.71
2022-12-04 18:18:00.345666,person,0.74
2022-12-04 18:18:00.377612,person,0.69
2022-12-04 18:18:00.414572,person,0.71
2022-12-04 18:18:00.449918,person,0.79
2022-12-04 18:18:00.481835,person,0.79
2022-12-04 18:18:00.513587,person,0.76
2022-12-04 18:18:00.546235,person,0.83
2022-12-04 18:18:00.583299,person,0.82
2022-12-04 18:18:00.609914,person,0.8
2022-12-04 18:18:00.646323,person,0.8
2022-12-04 18:18:00.681886,person,0.79
2022-12-04 18:18:00.713668,person,0.76
2022-12-04 18:18:00.745489,person,0.74
2022-12-04 18:18:00.778809,person,0.79
2022-12-04 18:18:00.814593,person,0.76
2022-12-04 18:18:00.845488,person,0.77
2022-12-04 18:18:00.881963,person,0.76
2022-12-04 18:18:00.912194,person,0.74
2022-12-04 18:18:00.947215,person,0.74
2022-12-04 18:18:00.977102,person,0.69
2022-12-04 18:18:01.013970,person,0.74
2022-12-04 18:18:01.045738,person,0.77
2022-12-04 18:18:01.079725,person,0.8
2022-12-04 18:18:01.114367,person,0.8
2022-12-04 18:18:01.146911,person,0.79
2022-12-04 18:18:01.178298,person,0.86
2022-12-04 18:18:01.209470,person,0.86
2022-12-04 18:18:01.246048,person,0.85
